"County","Year","County_Code","Year_Code","Population","Deaths","Crude_Rate","Deaths_CVD","Crude_Rate_CVD","Deaths_DOH","Crude_Rate_DOH","Deaths_CBD","Crude_Rate_CBD","Crude_Rate_NoCVD","Policy_County","Policy_Year","Unemployment_Rate","Per_Capita_Income"
"Schuyler County, NY",2002,36097,2002,19179,189,985.45,50,260.7,40,208.56,10,52.1403618541113,724.75,"No",NA,6.9,29823.4167148416
"Schuyler County, NY",2003,36097,2003,19151,210,1096.55,60,313.3,45,234.97,15,78.3248916505665,783.25,"No",NA,6.4,30133.7475923913
"Schuyler County, NY",2008,36097,2008,18644,183,981.55,66,354,55,295,11,59.0002145462347,627.55,"No",NA,5.8,32523.719887786
"Schuyler County, NY",2010,36097,2010,18343,228,1242.98,67,365.26,55,299.84,12,65.4200512457068,877.72,"No",NA,9.1,35169.6098249991
"Schuyler County, NY",2011,36097,2011,18361,207,1127.39,62,337.67,52,283.21,10,54.4632645280758,789.72,"No",NA,8.8,35539.201347921
"Schuyler County, NY",2015,36097,2015,18186,182,1000.77,53,291.43,43,236.45,10,54.987352908831,709.34,"No",NA,6.6,38615.0133365961
"Schuyler County, NY",2016,36097,2016,18099,217,1198.96,56,309.41,46,254.16,10,55.2516713630587,889.55,"No",NA,6,38028.1504414455
"Schuyler County, NY",2017,36097,2017,18000,223,1238.89,70,388.89,50,277.78,20,111.11,850,"No",NA,5.8,38748.8691416449
"Schuyler County, NY",2018,36097,2018,17912,198,1105.4,54,301.47,42,234.48,12,66.9941938365342,803.93,"No",NA,5.1,39022.6886984433
"Seneca County, NY",1999,36099,1999,33231,304,914.81,110,331.02,95,285.88,15,45.1385754265595,583.79,"No",NA,5.4,32202.8794117647
"Seneca County, NY",2000,36099,2000,33342,334,1001.74,115,344.91,97,290.92,18,53.9859636494511,656.83,"No",NA,4.2,32538.2216260163
"Seneca County, NY",2001,36099,2001,34764,316,908.99,118,339.43,102,293.41,16,46.0246231733978,569.56,"No",NA,4.3,30635.6212874082
"Seneca County, NY",2002,36099,2002,35046,343,978.71,130,370.94,110,313.87,20,57.07,607.77,"No",NA,5.4,30204.1246525848
"Seneca County, NY",2003,36099,2003,35212,337,957.06,116,329.43,103,292.51,13,36.9192320799727,627.63,"No",NA,5.4,30307.1992717391
"Seneca County, NY",2004,36099,2004,35312,308,872.22,112,317.17,92,260.53,20,56.64,555.05,"No",NA,5.2,31411.5815087348
"Seneca County, NY",2005,36099,2005,35177,339,963.7,121,343.97,101,287.12,20,56.86,619.73,"No",NA,4.6,30596.9278392217
"Seneca County, NY",2006,36099,2006,35223,327,928.37,102,289.58,88,249.84,14,39.7467563807739,638.79,"No",NA,4.5,30568.6730059524
"Seneca County, NY",2007,36099,2007,35469,320,902.2,102,287.58,89,250.92,13,36.6517240407116,614.62,"No",NA,4.4,31044.5296514937
"Seneca County, NY",2008,36099,2008,35370,327,924.51,87,245.97,72,203.56,15,42.4088210347752,678.54,"No",NA,5.5,31896.1621668068
"Seneca County, NY",2009,36099,2009,35286,318,901.21,93,263.56,78,221.05,15,42.5097772487672,637.65,"No",NA,7.6,32272.8247202114
"Seneca County, NY",2010,36099,2010,35251,338,958.84,86,243.96,70,198.58,16,45.3887832969277,714.88,"No",NA,8.2,33165.4121326632
"Seneca County, NY",2011,36099,2011,35198,301,855.16,82,232.97,69,196.03,13,36.9339166998125,622.19,"No",NA,7.9,33198.6431521435
"Seneca County, NY",2012,36099,2012,35305,345,977.2,95,269.08,79,223.76,16,45.3193598640419,708.12,"No",NA,8,33603.0990618222
"Seneca County, NY",2013,36099,2013,35409,316,892.43,89,251.35,68,192.04,21,59.31,641.08,"No",NA,6.9,33459
"Seneca County, NY",2014,36099,2014,34884,360,1031.99,80,229.33,67,192.07,13,37.2663685357184,802.66,"No",NA,5.6,33723.9344544134
"Seneca County, NY",2015,36099,2015,34833,372,1067.95,92,264.12,72,206.7,20,57.42,803.83,"No",NA,5.2,34255.9829927811
"Seneca County, NY",2016,36099,2016,34777,374,1075.42,91,261.67,80,230.04,11,31.630100353682,813.75,"No",NA,4.8,34122.3519939002
"Seneca County, NY",2018,36099,2018,34300,383,1116.62,104,303.21,89,259.48,15,43.731778425656,813.41,"No",NA,3.9,35803.5001055327
"St. Lawrence County, NY",1999,36089,1999,112202,1061,945.62,378,336.89,309,275.4,69,61.5,608.73,"No",NA,8.2,27935.2637815126
"St. Lawrence County, NY",2000,36089,2000,111931,1057,944.33,387,345.75,314,280.53,73,65.22,598.58,"No",NA,5.7,28391.8034785134
"St. Lawrence County, NY",2001,36089,2001,111497,1039,931.86,361,323.78,311,278.93,50,44.84,608.08,"No",NA,6.1,27850.9235516657
"St. Lawrence County, NY",2002,36089,2002,111292,1138,1022.54,375,336.95,306,274.95,69,62,685.59,"No",NA,6.6,27922.4668760422
"St. Lawrence County, NY",2003,36089,2003,111329,1022,918,325,291.93,258,231.75,67,60.18,626.07,"No",NA,7,28519.5075108696
"St. Lawrence County, NY",2004,36089,2004,111468,1039,932.11,328,294.25,272,244.02,56,50.24,637.86,"No",NA,7,28857.5637903653
"St. Lawrence County, NY",2005,36089,2005,111606,1070,958.73,326,292.1,264,236.55,62,55.55,666.63,"No",NA,6.1,28442.7018177163
"St. Lawrence County, NY",2006,36089,2006,111556,1035,927.79,322,288.64,280,251,42,37.65,639.15,"No",NA,5.7,28767.185094246
"St. Lawrence County, NY",2007,36089,2007,111586,1066,955.32,305,273.33,258,231.21,47,42.12,681.99,"No",NA,5.8,29615.3869597091
"St. Lawrence County, NY",2008,36089,2008,111684,1058,947.32,351,314.28,302,270.41,49,43.87,633.04,"No",NA,7.1,30498.2232435219
"St. Lawrence County, NY",2009,36089,2009,112169,993,885.27,286,254.97,242,215.75,44,39.23,630.3,"No",NA,9.8,30878.5813589264
"St. Lawrence County, NY",2010,36089,2010,111944,1012,904.02,328,293,285,254.59,43,38.41,611.02,"No",NA,10.3,31655.8538494699
"St. Lawrence County, NY",2011,36089,2011,111690,987,883.7,300,268.6,255,228.31,45,40.29,615.1,"No",NA,10.4,31664.8525822556
"St. Lawrence County, NY",2012,36089,2012,112232,1034,921.31,329,293.14,278,247.7,51,45.44,628.17,"No",NA,10.2,31818.3339416535
"St. Lawrence County, NY",2013,36089,2013,111963,1020,911.02,317,283.13,273,243.83,44,39.3,627.89,"No",NA,9.1,32104
"St. Lawrence County, NY",2014,36089,2014,111400,930,834.83,314,281.87,268,240.57,46,41.29,552.96,"No",NA,7.8,32349.2346664639
"St. Lawrence County, NY",2015,36089,2015,111007,935,842.29,280,252.24,241,217.1,39,35.13,590.05,"No",NA,7.3,33208.2431175823
"St. Lawrence County, NY",2016,36089,2016,110038,992,901.51,324,294.44,280,254.46,44,39.99,607.07,"No",NA,6.6,33550.6533642769
"St. Lawrence County, NY",2017,36089,2017,109623,989,902.18,305,278.23,267,243.56,38,34.66,623.95,"No",NA,6.7,35102.2633608029
"St. Lawrence County, NY",2018,36089,2018,108047,1034,956.99,288,266.55,247,228.6,41,37.95,690.44,"No",NA,5.6,35197.6989092299
"Steuben County, NY",1999,36101,1999,98458,1015,1030.9,364,369.7,293,297.59,71,72.11,661.2,"No",NA,5.7,34108.7641116447
"Steuben County, NY",2000,36101,2000,98726,1005,1017.97,380,384.9,313,317.04,67,67.86,633.07,"No",NA,4.1,39679.8012020906
"Steuben County, NY",2001,36101,2001,99216,1071,1079.46,394,397.11,316,318.5,78,78.62,682.35,"No",NA,4.9,36311.5640033879
"Steuben County, NY",2002,36101,2002,99583,1062,1066.45,370,371.55,320,321.34,50,50.21,694.9,"No",NA,7.1,33459.5659977765
"Steuben County, NY",2003,36101,2003,99191,994,1002.11,312,314.54,261,263.13,51,51.42,687.57,"No",NA,7.3,32483.5747228261
"Steuben County, NY",2004,36101,2004,98983,1031,1041.59,354,357.64,306,309.14,48,48.49,683.95,"No",NA,6.4,32966.6835574378
"Steuben County, NY",2005,36101,2005,98868,975,986.16,325,328.72,278,281.18,47,47.54,657.44,"No",NA,5.7,33706.5996210957
"Steuben County, NY",2006,36101,2006,98473,958,972.86,291,295.51,249,252.86,42,42.65,677.35,"No",NA,5.2,36082.9131051587
"Steuben County, NY",2007,36101,2007,98541,1012,1026.98,310,314.59,258,261.82,52,52.77,712.39,"No",NA,5.2,36094.8412863771
"Steuben County, NY",2008,36101,2008,98726,989,1001.76,273,276.52,236,239.05,37,37.48,725.24,"No",NA,6.1,36569.303195961
"Steuben County, NY",2009,36101,2009,98949,952,962.11,288,291.06,250,252.66,38,38.4,671.05,"No",NA,9.6,35882.2210854072
"Steuben County, NY",2010,36101,2010,98990,984,994.04,306,309.12,259,261.64,47,47.48,684.92,"No",NA,9.6,37925.9158197894
"Steuben County, NY",2011,36101,2011,99033,964,973.41,292,294.85,249,251.43,43,43.42,678.56,"No",NA,9.1,37882.8664793566
"Steuben County, NY",2012,36101,2012,99063,964,973.12,287,289.71,238,240.25,49,49.46,683.41,"No",NA,9.3,37898.1023328136
"Steuben County, NY",2013,36101,2013,98650,983,996.45,262,265.59,219,222,43,43.59,730.86,"No",NA,8.4,38360
"Steuben County, NY",2014,36101,2014,98394,1045,1062.06,310,315.06,269,273.39,41,41.67,747,"No",NA,6.9,38927.5224849622
"Steuben County, NY",2015,36101,2015,97631,992,1016.07,340,348.25,286,292.94,54,55.31,667.82,"No",NA,6.3,40184.6574085403
"Steuben County, NY",2016,36101,2016,96940,1000,1031.57,293,302.25,250,257.89,43,44.36,729.32,"No",NA,5.8,40029.5809580554
"Steuben County, NY",2017,36101,2017,96281,1014,1053.17,301,312.63,255,264.85,46,47.78,740.54,"No",NA,5.7,41419.4352725196
"Steuben County, NY",2018,36101,2018,95796,1072,1119.04,305,318.38,262,273.5,43,44.89,800.66,"No",NA,4.9,41927.3801925076
"Suffolk County, NY",1999,36103,1999,1406161,10940,778,4502,320.16,3955,281.26,547,38.9,457.84,"Yes",2011,3.6,48978.3003541417
"Suffolk County, NY",2000,36103,2000,1419369,11197,788.87,4547,320.35,3962,279.14,585,41.22,468.52,"Yes",2011,3.5,51372.2945296167
"Suffolk County, NY",2001,36103,2001,1442488,11350,786.83,4481,310.64,3938,273,543,37.64,476.19,"Yes",2011,3.8,50442.8855787691
"Suffolk County, NY",2002,36103,2002,1456745,11561,793.62,4628,317.69,4103,281.66,525,36.04,475.93,"Yes",2011,4.6,49660.3721511951
"Suffolk County, NY",2003,36103,2003,1470849,11514,782.81,4445,302.21,3930,267.19,515,35.01,480.6,"Yes",2011,4.8,49259.0108641304
"Suffolk County, NY",2004,36103,2004,1478215,11244,760.65,4255,287.85,3765,254.7,490,33.15,472.8,"Yes",2011,4.7,50767.1141450503
"Suffolk County, NY",2005,36103,2005,1477687,11411,772.22,4271,289.03,3733,252.62,538,36.41,483.19,"Yes",2011,4.2,51588.1069790067
"Suffolk County, NY",2006,36103,2006,1475626,11132,754.39,4065,275.48,3603,244.17,462,31.31,478.91,"Yes",2011,3.9,53933.7054464286
"Suffolk County, NY",2007,36103,2007,1475255,10963,743.13,4010,271.82,3570,241.99,440,29.83,471.31,"Yes",2011,3.9,56287.0995070946
"Suffolk County, NY",2008,36103,2008,1480218,11256,760.43,3971,268.27,3506,236.86,465,31.41,492.16,"Yes",2011,5,54785.7890414904
"Suffolk County, NY",2009,36103,2009,1487206,11186,752.15,3848,258.74,3401,228.68,447,30.06,493.41,"Yes",2011,7.3,53519.8339493887
"Suffolk County, NY",2010,36103,2010,1493350,11142,746.11,3734,250.04,3295,220.64,439,29.4,496.07,"Yes",2011,7.7,54048.169217999
"Suffolk County, NY",2011,36103,2011,1498816,11418,761.8,3712,247.66,3268,218.04,444,29.62,514.14,"Yes",2011,7.6,54370.3383717363
"Suffolk County, NY",2012,36103,2012,1499273,11558,770.91,3704,247.05,3253,216.97,451,30.08,523.86,"Yes",2011,7.8,56148.5686298422
"Suffolk County, NY",2013,36103,2013,1499738,11728,782,3810,254.04,3369,224.64,441,29.41,527.96,"Yes",2011,6.6,55465
"Suffolk County, NY",2014,36103,2014,1502968,11753,781.99,3910,260.15,3441,228.95,469,31.2,521.84,"Yes",2011,5.4,56595.908091714
"Suffolk County, NY",2015,36103,2015,1501587,11982,797.96,3929,261.66,3437,228.89,492,32.77,536.3,"Yes",2011,4.7,59290.6756393001
"Suffolk County, NY",2016,36103,2016,1492583,12467,835.26,3978,266.52,3490,233.82,488,32.69,568.74,"Yes",2011,4.4,60866.0062248184
"Suffolk County, NY",2017,36103,2017,1492953,12459,834.52,3920,262.57,3424,229.34,496,33.22,571.95,"Yes",2011,4.5,62197.5802260117
"Suffolk County, NY",2018,36103,2018,1481093,12617,851.87,4045,273.11,3562,240.5,483,32.61,578.76,"Yes",2011,3.8,63657.3670546819
"Sullivan County, NY",1999,36105,1999,73341,822,1120.79,316,430.86,282,384.51,34,46.36,689.93,"No",NA,5.8,34201.0519987995
"Sullivan County, NY",2000,36105,2000,73966,800,1081.58,317,428.58,277,374.5,40,54.08,653,"No",NA,4.4,35760.6581765389
"Sullivan County, NY",2001,36105,2001,74143,759,1023.7,289,389.79,253,341.23,36,48.55,633.91,"No",NA,4.5,33993.8325861095
"Sullivan County, NY",2002,36105,2002,74452,732,983.18,267,358.62,240,322.36,27,36.26,624.56,"No",NA,5,34192.4935241801
"Sullivan County, NY",2003,36105,2003,75447,691,915.87,236,312.8,205,271.71,31,41.09,603.07,"No",NA,5.2,34720.7215652174
"Sullivan County, NY",2004,36105,2004,76265,724,949.32,258,338.29,236,309.45,22,28.85,611.03,"No",NA,5.3,35488.6373160402
"Sullivan County, NY",2005,36105,2005,76780,682,888.25,241,313.88,211,274.81,30,39.07,574.37,"No",NA,4.8,35136.7862211982
"Sullivan County, NY",2006,36105,2006,77231,718,929.68,220,284.86,188,243.43,32,41.43,644.82,"No",NA,5,34498.6668402778
"Sullivan County, NY",2007,36105,2007,77991,708,907.8,211,270.54,192,246.18,19,24.3617853342052,637.26,"No",NA,5.2,34458.9672618186
"Sullivan County, NY",2008,36105,2008,77755,749,963.28,206,264.93,179,230.21,27,34.72,698.35,"No",NA,6.5,35277.3998876003
"Sullivan County, NY",2009,36105,2009,77647,726,935,231,297.5,204,262.73,27,34.77,637.5,"No",NA,8.7,36344.7971538709
"Sullivan County, NY",2010,36105,2010,77547,716,923.31,231,297.88,205,264.36,26,33.53,625.43,"No",NA,8.9,36961.2087216128
"Sullivan County, NY",2011,36105,2011,76900,709,921.98,216,280.88,189,245.77,27,35.11,641.1,"No",NA,8.9,36786.1181920432
"Sullivan County, NY",2012,36105,2012,76793,764,994.88,242,315.13,207,269.56,35,45.58,679.75,"No",NA,9.1,37133.058045942
"Sullivan County, NY",2013,36105,2013,76665,740,965.24,230,300.01,195,254.35,35,45.65,665.23,"No",NA,8.1,36898
"Sullivan County, NY",2014,36105,2014,75943,719,946.76,214,281.79,196,258.09,18,23.7019870165782,664.97,"No",NA,6.6,38259.3613138686
"Sullivan County, NY",2015,36105,2015,74877,686,916.17,195,260.43,170,227.04,25,33.39,655.74,"No",NA,5.4,40578.7884497736
"Sullivan County, NY",2016,36105,2016,74801,770,1029.4,209,279.41,181,241.98,28,37.43,749.99,"No",NA,4.8,40804.1403917386
"Sullivan County, NY",2017,36105,2017,75485,717,949.86,183,242.43,154,204.01,29,38.42,707.43,"No",NA,4.9,42275.7271173303
"Sullivan County, NY",2018,36105,2018,75498,724,958.97,187,247.69,156,206.63,31,41.06,711.28,"No",NA,4.1,42956.2217341611
"Tioga County, NY",1999,36107,1999,51892,420,809.37,146,281.35,120,231.25,26,50.1,528.02,"No",NA,3.7,32661.522244898
"Tioga County, NY",2000,36107,2000,51784,387,747.34,131,252.97,103,198.9,28,54.07,494.37,"No",NA,3.5,33344.5071777004
"Tioga County, NY",2001,36107,2001,51712,403,779.32,140,270.73,117,226.25,23,44.48,508.59,"No",NA,4.1,33250.6326708074
"Tioga County, NY",2002,36107,2002,51992,434,834.74,134,257.73,110,211.57,24,46.16,577.01,"No",NA,5.5,32458.5890050028
"Tioga County, NY",2003,36107,2003,51895,446,859.43,155,298.68,132,254.36,23,44.32,560.75,"No",NA,5.6,32297.4623369565
"Tioga County, NY",2004,36107,2004,51631,415,803.78,134,259.53,113,218.86,21,40.67,544.25,"No",NA,5.2,33700.454944415
"Tioga County, NY",2005,36107,2005,51611,468,906.78,156,302.26,136,263.51,20,38.75,604.52,"No",NA,4.7,33897.4502099334
"Tioga County, NY",2006,36107,2006,51536,435,844.07,148,287.18,128,248.37,20,38.81,556.89,"No",NA,4.3,35092.6147470238
"Tioga County, NY",2007,36107,2007,51565,438,849.41,119,230.78,106,205.57,13,25.2108988655096,618.63,"No",NA,4.7,36008.3287177706
"Tioga County, NY",2008,36107,2008,51498,404,784.5,118,229.14,102,198.07,16,31.0691677346693,555.36,"No",NA,5.3,36676.4208069558
"Tioga County, NY",2009,36107,2009,51236,418,815.83,117,228.36,100,195.18,17,33.1797954563198,587.47,"No",NA,8.1,37775.9597318877
"Tioga County, NY",2010,36107,2010,51125,406,794.13,118,230.81,98,191.69,20,39.12,563.32,"No",NA,8,38080.8244900393
"Tioga County, NY",2011,36107,2011,51043,463,907.08,129,252.73,110,215.5,19,37.2235174264836,654.35,"No",NA,7.7,38225.6650469683
"Tioga County, NY",2012,36107,2012,50478,476,942.99,144,285.27,119,235.75,25,49.53,657.72,"No",NA,7.9,39403.8393642691
"Tioga County, NY",2013,36107,2013,50243,449,893.66,139,276.66,115,228.89,24,47.77,617,"No",NA,7.1,39941
"Tioga County, NY",2014,36107,2014,49870,477,956.49,119,238.62,100,200.52,19,38.099057549629,717.87,"No",NA,6.1,41288.2274178832
"Tioga County, NY",2015,36107,2015,49453,470,950.4,156,315.45,130,262.88,26,52.58,634.95,"No",NA,5.5,40528.6620579958
"Tioga County, NY",2016,36107,2016,48760,487,998.77,152,311.73,132,270.71,20,41.02,687.04,"No",NA,5.1,40673.1059010779
"Tioga County, NY",2017,36107,2017,48578,469,965.46,139,286.14,121,249.08,18,37.0538103668327,679.32,"No",NA,5.1,41925.9874959204
"Tioga County, NY",2018,36107,2018,48560,465,957.58,123,253.29,112,230.64,11,22.6523887973641,704.29,"No",NA,4.4,42591.6277523128
"Tompkins County, NY",1999,36109,1999,96656,650,672.49,230,237.96,188,194.5,42,43.45,434.53,"No",NA,2.8,32425.2093217287
"Tompkins County, NY",2000,36109,2000,96501,573,593.78,215,222.8,168,174.09,47,48.7,370.98,"No",NA,3.3,33114.5263995354
"Tompkins County, NY",2001,36109,2001,97458,619,635.15,213,218.56,171,175.46,42,43.1,416.59,"No",NA,3.4,33779.4226990401
"Tompkins County, NY",2002,36109,2002,98227,566,576.22,190,193.43,155,157.8,35,35.63,382.79,"No",NA,4,33819.5551361868
"Tompkins County, NY",2003,36109,2003,99049,579,584.56,191,192.83,152,153.46,39,39.37,391.73,"No",NA,3.9,34400.4056902174
"Tompkins County, NY",2004,36109,2004,99531,575,577.71,186,186.88,149,149.7,37,37.17,390.83,"No",NA,4,35233.3588671255
"Tompkins County, NY",2005,36109,2005,99433,620,623.54,180,181.03,146,146.83,34,34.19,442.51,"No",NA,3.6,34316.1286891961
"Tompkins County, NY",2006,36109,2006,99651,561,562.96,167,167.58,134,134.47,33,33.12,395.38,"No",NA,3.4,34827.9959325397
"Tompkins County, NY",2007,36109,2007,99910,640,640.58,211,211.19,176,176.16,35,35.03,429.39,"No",NA,3.4,35837.5506602618
"Tompkins County, NY",2008,36109,2008,100383,598,595.72,167,166.36,134,133.49,33,32.87,429.36,"No",NA,4.1,37131.9411527011
"Tompkins County, NY",2009,36109,2009,101497,600,591.15,186,183.26,151,148.77,35,34.48,407.89,"No",NA,5.9,37162.4492185497
"Tompkins County, NY",2010,36109,2010,101564,670,659.68,199,195.94,161,158.52,38,37.41,463.74,"No",NA,6.2,37360.7662572917
"Tompkins County, NY",2011,36109,2011,101723,638,627.19,171,168.1,143,140.58,28,27.53,459.09,"No",NA,6.1,37892.187286331
"Tompkins County, NY",2012,36109,2012,102554,683,665.99,197,192.09,166,161.87,31,30.23,473.9,"No",NA,6.1,38378.0306454001
"Tompkins County, NY",2013,36109,2013,103617,682,658.19,177,170.82,143,138.01,34,32.81,487.37,"No",NA,5.2,37947
"Tompkins County, NY",2014,36109,2014,104691,673,642.84,180,171.93,149,142.32,31,29.61,470.91,"No",NA,4.4,38443.3762461138
"Tompkins County, NY",2015,36109,2015,104926,684,651.89,194,184.89,164,156.3,30,28.59,467,"No",NA,4.4,40356.6597332681
"Tompkins County, NY",2016,36109,2016,104871,712,678.93,185,176.41,150,143.03,35,33.37,502.52,"No",NA,4.2,39784.9832421554
"Tompkins County, NY",2017,36109,2017,104802,713,680.33,173,165.07,138,131.68,35,33.4,515.26,"No",NA,4.3,41309.191261423
"Tompkins County, NY",2018,36109,2018,102793,715,695.57,190,184.84,166,161.49,24,23.35,510.73,"No",NA,3.6,42009.0195573998
"Ulster County, NY",1999,36111,1999,176526,1601,906.95,586,331.96,515,291.74,71,40.22,574.99,"No",NA,3.5,34974.3126290516
"Ulster County, NY",2000,36111,2000,177749,1553,873.7,596,335.3,500,281.3,96,54.01,538.4,"No",NA,3.6,35996.0502671312
"Ulster County, NY",2001,36111,2001,178440,1659,929.72,597,334.57,499,279.65,98,54.92,595.15,"No",NA,3.8,35997.1838622247
"Ulster County, NY",2002,36111,2002,180128,1632,906.02,606,336.43,515,285.91,91,50.52,569.59,"No",NA,4.4,35385.1194107838
"Ulster County, NY",2003,36111,2003,180942,1518,838.94,557,307.83,475,262.52,82,45.32,531.11,"No",NA,4.5,35603.1728097826
"Ulster County, NY",2004,36111,2004,181847,1533,843.02,522,287.05,456,250.76,66,36.29,555.97,"No",NA,4.9,37661.5872048703
"Ulster County, NY",2005,36111,2005,182438,1534,840.83,487,266.94,414,226.93,73,40.01,573.89,"No",NA,4.3,38097.3559805428
"Ulster County, NY",2006,36111,2006,182845,1474,806.15,450,246.11,389,212.75,61,33.36,560.04,"No",NA,4.1,39210.9617113095
"Ulster County, NY",2007,36111,2007,182818,1557,851.67,503,275.14,425,232.47,78,42.67,576.53,"No",NA,4.3,40018.2424496725
"Ulster County, NY",2008,36111,2008,183174,1500,818.89,480,262.05,419,228.74,61,33.3,556.84,"No",NA,5.5,40174.5141033799
"Ulster County, NY",2009,36111,2009,182638,1518,831.15,493,269.93,421,230.51,72,39.42,561.22,"No",NA,7.7,40304.9260780192
"Ulster County, NY",2010,36111,2010,182493,1512,828.52,459,251.52,398,218.09,61,33.43,577,"No",NA,7.8,40860.6338692813
"Ulster County, NY",2011,36111,2011,182448,1612,883.54,487,266.93,428,234.59,59,32.34,616.61,"No",NA,7.8,41039.5131079982
"Ulster County, NY",2012,36111,2012,181791,1510,830.62,468,257.44,408,224.43,60,33,573.18,"No",NA,8.3,41564.0240947063
"Ulster County, NY",2013,36111,2013,180998,1681,928.74,526,290.61,463,255.8,63,34.81,638.13,"No",NA,7.1,41314
"Ulster County, NY",2014,36111,2014,180445,1625,900.55,519,287.62,445,246.61,74,41.01,612.93,"No",NA,5.7,42227.9828205258
"Ulster County, NY",2015,36111,2015,180143,1744,968.12,555,308.09,471,261.46,84,46.63,660.03,"No",NA,4.8,43867.4728985685
"Ulster County, NY",2016,36111,2016,179225,1764,984.24,514,286.79,453,252.75,61,34.04,697.45,"No",NA,4.4,44853.5914660822
"Ulster County, NY",2017,36111,2017,179417,1757,979.28,507,282.58,435,242.45,72,40.13,696.7,"No",NA,4.5,46101.0042265013
"Ulster County, NY",2018,36111,2018,178599,1736,972.01,476,266.52,416,232.92,60,33.59,705.49,"No",NA,3.9,46814.6094453759
"Warren County, NY",1999,36113,1999,63031,580,920.18,203,322.06,166,263.36,37,58.7,598.12,"No",NA,5.9,36439.7324129652
"Warren County, NY",2000,36113,2000,63303,641,1012.59,242,382.29,193,304.88,49,77.41,630.3,"No",NA,4.2,37719.5532752613
"Warren County, NY",2001,36113,2001,63406,589,928.93,196,309.12,168,264.96,28,44.16,619.81,"No",NA,4.4,36927.1703049125
"Warren County, NY",2002,36113,2002,63774,567,889.08,186,291.65,149,233.64,37,58.02,597.43,"No",NA,4.9,37352.1104224569
"Warren County, NY",2003,36113,2003,64323,626,973.21,188,292.27,156,242.53,32,49.75,680.94,"No",NA,5.1,38082.1391467391
"Warren County, NY",2004,36113,2004,64576,582,901.26,182,281.84,154,238.48,28,43.36,619.42,"No",NA,4.9,39792.6073001588
"Warren County, NY",2005,36113,2005,65206,635,973.84,196,300.59,162,248.44,34,52.14,673.25,"No",NA,4.6,39079.0436968766
"Warren County, NY",2006,36113,2006,65554,629,959.51,157,239.5,133,202.89,24,36.61,720.01,"No",NA,4.5,39706.6886607143
"Warren County, NY",2007,36113,2007,65740,652,991.79,193,293.58,150,228.17,43,65.41,698.21,"No",NA,4.5,39709.2689903637
"Warren County, NY",2008,36113,2008,65848,613,930.93,173,262.73,146,221.72,27,41,668.2,"No",NA,5.6,40859.4176161038
"Warren County, NY",2009,36113,2009,65694,598,910.28,171,260.3,142,216.15,29,44.14,649.98,"No",NA,7.9,42272.5031579634
"Warren County, NY",2010,36113,2010,65707,626,952.71,196,298.29,162,246.55,34,51.74,654.42,"No",NA,9,43643.648255494
"Warren County, NY",2011,36113,2011,65831,625,949.4,176,267.35,152,230.89,24,36.46,682.05,"No",NA,8.9,43638.9826086183
"Warren County, NY",2012,36113,2012,65538,653,996.37,178,271.6,148,225.82,30,45.77,724.77,"No",NA,9.2,44105.716320984
"Warren County, NY",2013,36113,2013,65337,681,1042.29,203,310.7,165,252.54,38,58.16,731.59,"No",NA,8.2,44370
"Warren County, NY",2014,36113,2014,64973,696,1071.21,178,273.96,142,218.55,36,55.41,797.25,"No",NA,6.6,44375.1517090768
"Warren County, NY",2015,36113,2015,64688,733,1133.13,200,309.18,167,258.16,33,51.01,823.95,"No",NA,5.5,46015.0447815979
"Warren County, NY",2016,36113,2016,64567,699,1082.6,177,274.13,147,227.67,30,46.46,808.47,"No",NA,5.3,46739.5175057394
"Warren County, NY",2017,36113,2017,64532,729,1129.67,193,299.08,160,247.94,33,51.14,830.59,"No",NA,5.3,48099.6521173303
"Warren County, NY",2018,36113,2018,64265,751,1168.6,185,287.87,152,236.52,33,51.35,880.73,"No",NA,4.7,48682.1099172863
"Washington County, NY",1999,36115,1999,61043,596,976.36,213,348.93,162,265.39,51,83.55,627.43,"No",NA,4.5,29067.8878511405
"Washington County, NY",2000,36115,2000,61042,587,961.63,214,350.58,179,293.24,35,57.34,611.05,"No",NA,3.7,30542.8001684088
"Washington County, NY",2001,36115,2001,61142,612,1000.95,189,309.12,160,261.69,29,47.43,691.83,"No",NA,4,29846.3824392998
"Washington County, NY",2002,36115,2002,61152,580,948.46,186,304.16,163,266.55,23,37.61,644.3,"No",NA,4.6,29374.0777543079
"Washington County, NY",2003,36115,2003,61621,642,1041.85,202,327.81,174,282.37,28,45.44,714.04,"No",NA,4.5,29807.1013641304
"Washington County, NY",2004,36115,2004,62278,575,923.28,190,305.08,148,237.64,42,67.44,618.2,"No",NA,4.7,30945.4208628904
"Washington County, NY",2005,36115,2005,62468,608,973.3,178,284.95,149,238.52,29,46.42,688.35,"No",NA,4.5,30870.0827444956
"Washington County, NY",2006,36115,2006,62771,567,903.28,156,248.52,136,216.66,20,31.86,654.76,"No",NA,4.1,30610.2724702381
"Washington County, NY",2007,36115,2007,63054,536,850.07,165,261.68,138,218.86,27,42.82,588.39,"No",NA,4.1,30829.9335397556
"Washington County, NY",2008,36115,2008,63252,564,891.67,152,240.31,130,205.53,22,34.78,651.36,"No",NA,5.3,31818.2584497197
"Washington County, NY",2009,36115,2009,63077,614,973.41,168,266.34,142,225.12,26,41.22,707.07,"No",NA,7.4,32804.8957848763
